id	corpus	sentence	token	complexity
3PKVGQTFIHKYYVSKVG857WFAFZVRYI	bible	Greet Prisca and Aquila, and the house of Onesiphorus.	Aquila	0.5535714285714286
3XH7ZM9YX2UJXUKCN4GP8FMJ6OXR9C	bible	Aquila and Priscilla greet you much in the Lord, together with the assembly that is in their house.	Aquila	0.6944444444444444
33BFF6QPI1B2QOCI5PPL41REYBJW3K	bible	Shuppim also, and Huppim, the sons of Ir, Hushim, the sons of Aher.	Ir	0.5555555555555556
3RTFSSG7T86J6S27BVTL0NLVYXOWLC	bible	Those who pass through the land shall pass through; and when any sees a man's bone, then shall he set up a sign by it, until the undertakers have buried it in the valley of Hamon Gog.	Gog	0.5555555555555556
3SMIWMMK615MPIP1K9LMRAHEBOHUW4	bible	and you shall come up against my people Israel, as a cloud to cover the land: it shall happen in the latter days, that I will bring you against my land, that the nations may know me, when I shall be sanctified in you, Gog, before their eyes.	Gog	0.6333333333333333
3P6ENY9P79WZJ1ZCVTA874JG25MHIO	bible	Also I have made a decree, that whoever shall alter this word, let a beam be pulled out from his house, and let him be lifted up and fastened thereon; and let his house be made a dunghill for this:	dunghill	0.5555555555555556
36FFXPMST9O9FNAFTONDR1F2EELHOJ	bible	<<ALEPH>> Blessed are those whose ways are blameless, who walk according to Yahweh's law.	ALEPH	0.5568181818181818
3EKZL9T8Y8M86YDC3JEMW1LLP29HCX	bible	But all things, beloved, are for your edifying.	edifying	0.5588235294117647
322ZSN9Z5GKVG3RSAYPTRMCL8HC4T2	bible	Peter said to him, "Aeneas, Jesus Christ heals you.	Aeneas	0.5588235294117647
3XU9MCX6VOC8XAZD2V1AYSE50IV2R3	bible	Even of these you may eat: any kind of locust, any kind of katydid, any kind of cricket, and any kind of grasshopper.	katydid	0.5657894736842105
3QMELQS6Y5BWFBIEPXDDO5VHGNL6RC	bible	Your feet are sunk in the mire, they have turned away back.	mire	0.5694444444444444
3VMHWJRYHVGCV0X1ZPM97TUIA3KXFD	bible	Folly is set in great dignity, and the rich sit in a low place.	Folly	0.5714285714285714
3ZCC2DXSD747VW469B0ZFS87IMAYYR	bible	The remnant of the sodomites, that remained in the days of his father Asa, he put away out of the land.	sodomites	0.5714285714285714
3OPLMF3EU5NTJYTTJU2Y44845L6NLY	bible	He broke down the houses of the sodomites, that were in the house of Yahweh, where the women wove hangings for the Asherah.	sodomites	0.6607142857142857
38RHULDV9YFHGRU1QSW887T3HV6WIE	bible	Phrygia, Pamphylia, Egypt, the parts of Libya around Cyrene, visitors from Rome, both Jews and proselytes,	Phrygia	0.5714285714285714
3PCPFX4U40QSM3WPDBRHDLYPD2YQFE	bible	Having spent some time there, he departed, and went through the region of Galatia, and Phrygia, in order, establishing all the disciples.	Phrygia	0.6911764705882353
360ZO6N6J1JS0E7KIWK8MGS90169ME	bible	You aren't able to serve God and mammon ."	mammon	0.578125
33EEIIWHK77HI0IFDQWLV71B1UVVQC	bible	On the first day shall be a holy convocation: you shall do no regular work.	convocation	0.578125
3DFYDSXB2W00JYP2DA272KN69SDJU3	bible	"'On the tenth day of this seventh month you shall have a holy convocation; and you shall afflict your souls: you shall do no kind of work;	convocation	0.59375
3OPLMF3EU5NTJYTTJU2Y44845NXLNR	bible	"'On the fifteenth day of the seventh month you shall have a holy convocation; you shall do no servile work, and you shall keep a feast to Yahweh seven days:	convocation	0.6071428571428571
341YLJU21IZV4BWUC871K0DEDMC2IZ	bible	"However on the tenth day of this seventh month is the day of atonement: it shall be a holy convocation to you, and you shall afflict yourselves; and you shall offer an offering made by fire to Yahweh.	convocation	0.671875
3YLTXLH3DF6R0NMG8O0SG1KSOLUHPH	bible	He opened his mouth for blasphemy against God, to blaspheme his name, and his dwelling, those who dwell in heaven.	blasphemy	0.5789473684210527
36JW4WBR06KF9AXMUL4N476OMF7HFE	bible	It happened, while Saul talked to the priest, that the tumult that was in the camp of the Philistines went on and increased: and Saul said to the priest, "Withdraw your hand!"	tumult	0.5892857142857143
3QHITW7OYO9XQCFH2V5PZKNYGMLAQL	bible	idolatry, sorcery, hatred, strife, jealousies, outbursts of anger, rivalries, divisions, heresies,	heresies	0.5892857142857143
3L60IFZKF3IZN6OSPBSN7SI12UFHH7	bible	Lebaoth, Shilhim, Ain, and Rimmon.	Ain	0.5909090909090909
3L60IFZKF3IZN6OSPBSN7SI12S7HHV	bible	I will feed those who oppress you with their own flesh; and they shall be drunken with their own blood, as with sweet wine: and all flesh shall know that I, Yahweh, am your Savior, and your Redeemer, the Mighty One of Jacob."	Redeemer	0.5921052631578947
3GS542CVJVNUS7MEQX3M5EHNE8G59O	bible	For men will be lovers of self, lovers of money, boastful, arrogant, blasphemers, disobedient to parents, unthankful, unholy,	blasphemers	0.6
3IYI9285WS04X482RJH78E102UJJCA	bible	He rode on a cherub, and flew.	cherub	0.6111111111111112
3G4VVJO6PZGI2DNOE93PTT0KG2YPKT	bible	When she has found it, she calls together her friends and neighbors, saying, 'Rejoice with me, for I have found the drachma which I had lost.'	drachma	0.6111111111111112
3XDSWAMB22SLJRCFM91G5FDMGNFQC8	bible	Hoisting up the foresail to the wind, they made for the beach.	foresail	0.6166666666666667
3UQVX1UPFSHKXGFE8IIVEWDIRU120E	bible	The servants also of Huram, and the servants of Solomon, who brought gold from Ophir, brought algum trees and precious stones.	Ophir	0.625
3YLPJ8OXX8D2XK0CF8QQGPXRLDC4XX	bible	even three thousand talents of gold, of the gold of Ophir, and seven thousand talents of refined silver, with which to overlay the walls of the houses;	Ophir	0.6333333333333333
36FFXPMST9O9FNAFTONDR1F2EGYHO0	bible	Ehud made him a sword which had two edges, a cubit in length; and he wore it under his clothing on his right thigh.	cubit	0.631578947368421
360ZO6N6J1JS0E7KIWK8MGS901U9M2	bible	As for the living bird, he shall take it, and the cedar wood, and the scarlet, and the hyssop, and shall dip them and the living bird in the blood of the bird that was killed over the running water.	hyssop	0.6470588235294118
3VAOOVPI3ZS3VYQ87HMJRC4F0QPLLD	bible	and the pelican, and the vulture, and the cormorant,	cormorant	0.6527777777777778
334ZEL5JX6FY5WOV4IZCVFM4NR9OSM	bible	When you reap your harvest in your field, and have forgot a sheaf in the field, you shall not go again to get it: it shall be for the foreigner, for the fatherless, and for the widow; that Yahweh your God may bless you in all the work of your hands.	sheaf	0.6578947368421053
3E24UO25QZQTIYQYX5W9UAQC505O6P	bible	The king is held captive in its tresses.	tresses	0.671875
3QHITW7OYO9XQCFH2V5PZKNYGKUQA6	bible	Enoch, Methuselah, Lamech,	Methuselah	0.675
3JVP4ZJHDPSO81TGXL3N1CKZGQXI04	bible	After him was Shammah the son of Agee a Hararite.	Agee	0.675
3O2Y2UIUCQU6B0YU067KHZMGEWBKFL	bible	he sent Hadoram his son to king David, to Greet him, and to bless him, because he had fought against Hadadezer and struck him; (for Hadadezer had wars with Tou;) and he had with him all kinds of vessels of gold and silver and brass.	Tou	0.825
37ZQELHEQ0YDPGBEJ63D4HNT5SBNMJ	biomed	In fact, this situation gave an opportunity to study the genetic control of arthritis in aged multiparous females, a common situation in human RA.	fact	0.0
3XUSYT70IT170QDU572CAF4MOM1D0B	biomed	It can be inferred from this fact that Nrl is absolutely required for the normal silencing of cone-specific genes in rods.	fact	0.18333333333333335
34R3P23QHS1HKWJHKAEN8VSOHJ9WH5	biomed	The site of mutation is of interest, particularly the fact that in each of the three families the telomeric end of the deletion is anchored between exons 3 and 4 of SUMF1; sequence searches failed to identify any repeat sequences that might explain this phenomenon.	fact	0.30000000000000004
3L21G7IH47WA5QT3XMTQ15XXB1L1YG	biomed	This model reflects many other observed changes described in limited studies in humans.	studies	0.0
3ZXNP4Z39RL4GD163NL987ME58H7LR	biomed	Several studies have been carried out to detect gene expression during CIA, all of which used joints as the target tissue [15,16,21,22].	studies	0.125
3N2YPY1GI6YSLXSA4Z1L1QCXITMVEJ	biomed	The second approach is investigating candidate genes using both mouse and human studies.	studies	0.19642857142857145
3R6RZGK0XFCQR29140DF8T4D06KVYT	biomed	Our studies point to the view that Snail likely functions downstream of cell fate specification, at a stage where the bud begins to exhibit enhanced proliferation and migration.	studies	0.20588235294117646
3VQTAXTYN3LU1FRQPIPQ4W4T1PUUBN	biomed	Other studies have dealt with similar problems by excluding animals that do not show adequate attention to the task, retaining only those mice that meet certain performance criteria [30].	studies	0.2368421052631579
3E22YV8GG16JAJ8RBMV5LLHOAXHPNC	biomed	Although the sex differences in disease susceptibility are recognized, the interplay between sex and gene expression that is at the basis of these differences is not well understood.	disease	0.0
3AJA9FLWSCYF558603M84J73MS0FIJ	biomed	The similarities between rheumatoid arthritis (RA) in man and collagen-induced arthritis (CIA) in mice are well established, although differences in the disease pattern exist [1-3].	disease	0.16666666666666669
31J7RYECZLQQ5RM4E7407XV12MH1LO	biomed	We adopted the same strategy to investigate the relative contribution of the 129 Chromosome 1 segment and the Apcs gene to each disease trait.	disease	0.234375
3Z56AA6EK405IV5MKPHW2617A2H6MN	biomed	According to the paradigm used in this study, a) a normal phenotype results from regulated transcription of a group of genes by one or more transcription factors, b) the corresponding risk-conferring or disease phenotype results from sub-optimal interaction among those same genes, and c) each phenotype is identifiable and distinguishable through virtually-multiplexed transcript abundance analysis.	disease	0.38888888888888884
31ODACBENUF1Q81BJVRGKKH42SBSQI	biomed	Both of these alleles would be expected to result in null alleles following recombination (see Materials and Methods for details).	details	0.0
3KTZHH2ONIFSM9OAD4EUMKXYGY58MB	biomed	Use of this panel requires fewer mice to determine the QTL than does a genome-wide scan.	Use	0.0
3O2Y2UIUCQU6B0YU067KHZMGEXNKFZ	biomed	All studies involving animals were reviewed and approved by the University of Pittsburgh's Institutional Animal Care and Use Committee.	Use	0.2857142857142857
3NSCTNUR2ZN8XQWJI3HM19S7KRF5AM	biomed	These lenses were also reported to be smaller in equatorial and axial dimensions than age matched wild type lens, which was very similar to that which was observed with the double knockout lens.	age	0.0
356TQKY9XFX916HN9YC53208L9A870	biomed	The objectives of the current report were to characterize gross morphology of young (5 wk) and old (54 wk) mouse lenses with targeted disruption of both the alphaA and alphaB genes, in comparison to age matched wild type lenses, using scanning electron microscopy (SEM) and confocal microscopy, to elucidate the possible functions of alpha-crystallin in the lens.	age	0.15000000000000002
3IZVJEBJ6AK5H245ZE7QA8XGP64Z62	biomed	The morphological differences in alphaA/BKO lenses, compared to age matched wild type lenses, were consistent with the hypothesis that alpha-crystallin plays an active role in the differentiation and growth of lens fiber cells.	age	0.1607142857142857
3W0XM68YZPVFLL4MT7SZSXIMDM61KF	biomed	In the 5 wk alphaA/BKO lenses, nucleic acid staining in the posterior subcapsular region is consistent with either anterior epithelial cells migrating aberrantly to the posterior pole, or primary fiber cells failing to fully differentiate by 5 wks of age.	age	0.17105263157894735
3AC6MFV69KILEROMVXYU7ZM6YKLHZM	biomed	A total of 200 female mice (ten months of age) of the N2 backcross between NFR/N and C57BL/B10.	age	0.275
3W9XHF7WGKVGU5GVVQC9Y31H552TKL	biomed	However, these patients are now required to take immunosuppressant drugs for the rest of their lives, often with undesirable side effects.	lives	0.0
3FW4EL5A3LORTQISN5M9XK6XOSY22B	biomed	Another possible explanation is that the premature death in first 2 weeks of life is caused by the dysfunction of the autonomic nervous system.	weeks	0.025000000000000022
3PGQRAZX02KAZASXA58AX6K611XYSW	biomed	Especially, nerves which control the breathing would be very important, because the respiration system undergoes significant maturation in the first 2–3 weeks after birth.	weeks	0.32608695652173914
3KVQ0UJWPXL543ZMJ8DEJYPYC9PW5T	biomed	Based on our findings we propose that cells in the mammalian gonad are balanced between two competing cell fates by counterbalanced signaling pathways,      Fgf9, expressed near the coelomic surface, and      Wnt4, expressed near the mesonephric border (     Figure 7).	Figure	0.025000000000000022
38VTL6WC4AD9T8UMY9V24VAENHP5Y1	biomed	The targeting strategy is detailed in Figure 2.	Figure	0.1111111111111111
32K26U12DNONTREA84Q1V8UCIHLDV8	biomed	Instead, DAPI staining was diffuse within the nucleus, with regions of higher density around the nucleoli and at the periphery of the nuclei (Figure 1D).	Figure	0.1875
3ABAOCJ4R84YSDO6ZYVU8BIYA3YMQ5	biomed	We first tested DNA CpG methylation [25] at major satellite repeats and found no significant difference between control and p150CAF-1-depleted cells (Figure 6).	Figure	0.2361111111111111
31GECDVA9JM3TSKUX9AFDA4LK2766I	biomed	Activating E2fs may also promote apoptosis in the Rb KO retina (Figure 1B).	Figure	0.2833333333333333
3GKAWYFRAPTAO7HEMSH2PG5UWTKPDZ	biomed	To confirm that the arrest of plaques without any sign of clearance was not unique to the line 107 mice, we repeated the dox-suppression experiment in a second line of tet-off APP mice (CaMKIIα-tTA × tet-APPswe/ind line 18; n = 22).	sign	0.025000000000000022
3L21G7IH47WA5QT3XMTQ15XXB2E1YB	biomed	However, the control mice used in this study were heterozygous for a null allele of Bmpr1a, and they showed little sign of osteoarthritis even late in life.	sign	0.21153846153846156
3L21G7IH47WA5QT3XMTQ15XXB1F1YA	biomed	Heterozygous animals showed intermediate amounts of all three forms.	amounts	0.025000000000000022
3TL87MO8CMPHV6GCL6JLWZZV3WZLF8	biomed	A typical western diet contains relatively equal amounts of cholesterol and non-cholesterol sterols, mainly plant sterols, of which about 55% of the dietary cholesterol is absorbed and retained compared to ~1% of the dietary non-cholesterol sterols [1-3].	amounts	0.18333333333333335
37YYO3NWHDQHPQ2WHR0LLAO5CBMCC3	biomed	If small amounts of PGC-1α activity are present in the mice reported here, it could explain some of the observed differences between the models.	amounts	0.19117647058823528
3E22YV8GG16JAJ8RBMV5LLHOAXMNPF	biomed	In the embryo, alterations in the determination or migration of melanoblasts from the neural crest affect the number or distribution of pigment cells in the skin (reviewed in Reedy et al. 1998).	skin	0.025000000000000022
3YKP7CX6G2FS34FUCAWFU4Q9TFV7BY	biomed	In addition, the protein is overexpressed in human cancers of many tissues, such as lung, liver, brain, breast, kidney and skin (40).	skin	0.04999999999999999
3GS542CVJVNUS7MEQX3M5EHNE8Z95B	biomed	By positional cloning and gene targeting, we identify an allele of droopy ear, deH, as a loss of function for Tbx15, which encodes a T-box transcription factor expressed in a dynamic and spatially restricted manner in the developing skin and musculoskeletal system.	skin	0.25
3OCZWXS7ZO7PT9NNFU6CAN8IE3E5L4	biomed	Patients with TTD additionally display hallmark sulphur-deficient brittle hair and nails and scaling skin [13], resulting from a basal transcription defect in specific cell types [16,17].	skin	0.29166666666666663
3FVBZG9CLJEOC6IWR3L210JKGDX0H8	biomed	Activity levels appeared to follow a relatively normal diurnal cycle, decreasing substantially during the daylight hours.	daylight	0.025000000000000022
386659BNTLHD8VXIPEIH9D3DZO610F	biomed	Are some olfactory receptor mRNAs more stable than others, leading to higher transcript levels per expressing cell?	others	0.025000000000000022
338GLSUI43B4ZJB25FGM8LDQVQ7FSG	biomed	We, as well as others, have proposed Abcg5/sterolin-1 and Abcg8/sterolin-2 to function as obligate heterodimers.	others	0.22368421052631576
3G4VVJO6PZGI2DNOE93PTT0KG3AKP2	biomed	Therefore, we, and others, set out to discover huntingtin's essential activities by studying the effects of huntingtin deficiency in the mouse.	others	0.22499999999999998
3P7QK0GJ3TLHZ1L4CCVNKVG492VZ2G	biomed	However, more detailed quantification by others [3] reported that at P4 about 77% of vestibular neurons and only 29% of spiral neurons are lost.	others	0.328125
32PT7WK7DMF3HICROUKVCD2TRXND36	biomed	Susceptibility to most complex diseases is controlled by many genes, each having a small effect on the disease.	diseases	0.025000000000000022
3QD8LUVX4XYKT34CTD90LH35LBV5XV	biomed	Additional studies with this system should greatly enhance our knowledge of the development, function, and disease mechanisms of joints, and may bring us closer to better prevention and treatment of joint diseases.	diseases	0.125
3FSEU3P2NR0P1UGYHLGBZ0MDCCZRRZ	biomed	In addition, mutations of human CRX have been demonstrated to be associated with three types of photoreceptor diseases: autosomal dominant cone-rod dystrophy 2, autosomal dominant-type retinitis pigmentosa, and Leber's congenital amaurosis (LCA) [11-14].	diseases	0.15625
34KYK9TV2R8EM2ZM0DUQPVM5GSASB6	biomed	Hence, RanBP2 and its partners emerge as key players and target genes in mediating neuropathophysiological mechanisms implicated in various genetic and environmental lesions to the CNS, as in patients with Parkinson, diabetes with insulin-resistance, and other neuropathies and neurodegenerative diseases, often linked to aging manifestations.	diseases	0.19736842105263158
3B9XR6P1WEVLNZGWDJLCXUVIK92BJE	biomed	Lastly, we propose that the PGC-1α−/− mice should serve as a useful murine model to investigate the role of altered energy metabolism in obesity, diabetes, hepatic steatosis, and diseases of the heart, skeletal muscle, and central nervous system.	diseases	0.28846153846153844
3QD8LUVX4XYKT34CTD90LH35LBQ5XQ	biomed	Although missense mutation of ITPR1 had previously been ruled out [2] and the mode of inheritance was inconsistent with that seen in the Itpr1Δ18 and Itpr1opt mice, the phenotypic presence of ataxia in the mice led us to reexamine this candidate gene as a possible cause of SCA15.	cause	0.171875
3S4TINXCC0NZOA7TTWDH5QC4J37BOS	biomed	Human germline mutations in APC cause FAP [4,5], which is characterized by hundreds of adenomatous colorectal polyps, with an almost inevitable progression to colorectal cancer in the third and fourth decades of life.	cause	0.17857142857142855
3O0M2G5VC62CWOIECSKC0MB9EC4491	biomed	Null mutations in Bmpr1a cause early embryonic lethality, with defects in gastrulation similar to those seen in mice with mutations in Bmp4 (Mishina et al. 1995; Winnier et al. 1995).	cause	0.25
3DW3BNF1GHIBCWIJRWFL9GGB7QJV8F	biomed	The underlying cause of the preimplantation lethality in Capn2-/- embryos has not yet been clarified.	cause	0.2894736842105263
371QPA24C2OEO4U9NG6RTO5IW0VT1D	biomed	One explanation of why the Dhcr24-/- mice are developmentally normal but Dhcr7-/- mice are affected may be because desmosterol can functionally substitute for cholesterol, whereas the other cholesterol precursors can not.	explanation	0.02777777777777779
3D1UCPY6GG9R0NG07M9FQLOSG6W831	biomed	At present, there is no obvious explanation for this result.	explanation	0.09615384615384615
3TZ0XG8CBUKDFP5GOVAPHYREGY098D	biomed	Another possible explanation is that any differences in NBEC from BC individuals compared to non-BC individuals resulted from development of BC, instead of being a hereditary cause of increased risk for cancer.	explanation	0.22058823529411764
3OID399FXG7YXUSK8PLXDMRQUOQFDH	biomed	Quantities of stria vascularis isolated from these different mice were similar, since no significant differences were found in the numbers of 18S rRNA molecules (log(rRNA) = 9.46 ¬± 0.08, n = 17, pooled data).	numbers	0.02777777777777779
3S8A4GJRD33O8IZVYHINP2KK1VYV6Y	biomed	Such large numbers of nonsynonymous substitutions between orthologues is suggestive of adaptive selection.	numbers	0.20238095238095238
33CLA8O0MIBSY4BPQQGHIB8U9OJFRN	biomed	In conclusion, the mammalian Pygo2 gene is required for normal branching morphogenesis of the ureteric bud, with mutants showing dilated tips and reduced numbers of tips.	numbers	0.21153846153846156
36FFXPMST9O9FNAFTONDR1F2EGHOHQ	biomed	The long term retention of afferents in the cochlear apex in the absence of any apparent differentiation of hair cells raises hopes for cochlear implants in deaf-born children.	hair	0.02777777777777779
3PUV2Q8SV448KDG43NZ1UW05FP0DBX	biomed	Agouti protein has a short radius of action (Silvers and Russel 1955) and can be switched on and off during a single hair cycle (Bultman et al. 1992, 1994; Miller et al. 1993; Vrieling et al. 1994); thus, its regulated expression is thought to be responsible for the cream-colored or yellow ventral surface of mice carrying the black-and-tan (at) allele and for the yellow markings around the feet, ears, or head, i.e., tan points or head spots, of certain dog breeds.	hair	0.09375
3OYHVNTV5TY0HDBNZ9QA4TVU6XLKOQ	biomed	Our results indicate that the apparent uniformity of the dorsoventral boundary represents the sum of independent mechanisms that affect melanocyte density and/or differentiation, pigment-type synthesis, and hair length; surprisingly, none of these coincide with the somite–lateral plate lineage boundary.	hair	0.1764705882352941
378G7J1SJLY50MSFU96HNSVBP2JEW7	biomed	These observations suggest that the cochlear environment supports the survival of sensory hair cells in spite of the enlargement of the endolymphatic duct.	hair	0.2
3YD0MU1NC21NKUA26WWJZT63BXA7A3	biomed	In trained hands, our measurement procedure is reliable, accurate and rapid enough to allow large scale genetic studies of factors determining IOP.	hands	0.04999999999999999
3RIHDBQ1NEYLFKP3G880ZXQXJHVMH4	biomed	The initial experiments demonstrated that in our hands careful ocular cannulation has a very minor effect on IOP (average of -0.3 mmHg, mode -0.5 mmHg) and demonstrated significant differences in intraocular pressure levels between four mouse strains.	hands	0.20588235294117646
3TLFH2L6Y9OLDPC56K65Y7FNO5BT2U	biomed	Dual color imaging of several GFP variant proteins is a very attractive prospect and has become a standard procedure in cell biology [7,8].	color	0.02777777777777779
34D9ZRXCYRU93SUUUZUUUK2ZYAPSAB	biomed	These were generated through the aggregation of diploid embryos with diploid embryos (or ES cells) of the complementary color.	color	0.16666666666666669
371QPA24C2OEO4U9NG6RTO5IW0V1TL	biomed	In the laboratory, color variation has been the subject of vertebrate genetics for more than a century (Searle 1968; Silvers 1979), and many pigmentary components have been identified whose actions are understood in a cellular or organ-based context (reviewed in Bennett and Lamoreux 2003).	color	0.234375
372AGES0I459YQ2AQKM3OI81DTKXR1	biomed	Yet clear functions of RanBP2 in animal and cell physiology remain elusive.	animal	0.038461538461538436
3JY0Q5X05J67NEY6LZSN1SUZ8U8GGR	biomed	XY and KB performed the animal experiments.	animal	0.171875
3RSBJ6YZECQP1RJ9YYZDOG3PY14OFS	biomed	Adequate animal models are useful tools for the identification of genes involved in complex human diseases.	animal	0.18055555555555558
3P6ENY9P79WZJ1ZCVTA874JG27DIHK	biomed	In a forward genetic screen that used ethylnitrosourea (ENU) to induce mutations in a founder animal whose offspring were then screened for abnormal whole body metabolism [19,20], we found a family of mice that urinated and drank excessively.	animal	0.20588235294117646
37MQ8Z1JQEWHUBBZGQT46O7237Z2YY	biomed	In the past decade, many studies applied this technique to study both RA and its animal models [15-22].	animal	0.25
3KVQ0UJWPXL543ZMJ8DEJYPYC9P5W2	biomed	A genome database search revealed orthologs of ADAM11, ADAM22 and ADAM23 genes to exist in vertebrates such as mammals, fish, and amphibians, but not in invertebrates.	fish	0.04999999999999999
301KG0KX9CLV8GLA6QPGKOCZDBM2HZ	biomed	However, vertebrate Dmrt gene function is not limited to sexual differentiation: Dmrt2 is required in both sexes for segmentation in mice and fish [33–35].	fish	0.21666666666666667
3FHTJGYT8N0D0RR5OIIAV18R9LVGPV	biomed	Once      Sry expression begins, expression patterns of other genes in the gonad begin to diverge.	patterns	0.04999999999999999
37VHPF5VYC3FDNCJ0FKGJOSMMK18CT	biomed	Indeed, the patterns of protein expression seemed comparable and indistinguishable from wild-type embryos at all stages of lung development examined.	patterns	0.15000000000000002
36818Z1KV3D5JB9F4KTTMCUN6VOA31	biomed	To determine if this is due to different methods in immunofluorescence staining or indeed different expression patterns in mouse and human, we repeated the immunofluorescence of human brain.	patterns	0.23333333333333334
3BAKUKE49HC18PHHJR1WT9408E5R13	biomed	Many of the double transgenic mice showed similar circular patterns of swimming near the edge of the tank when tested in the Morris water maze.	patterns	0.23529411764705882
324N5FAHSXBV7XKK0LCOZLP22QIVK3	biomed	Despite these similarities, the differential expression patterns of μ- and m-calpain in mammalian tissues suggest they have some isoform specific and distinct functions.	patterns	0.328125
3ODOP6T3ASK1W4XFRJ5XQZ3V86U247	biomed	We also developed a congenic mouse strain bearing a portion of 129 Chromosome 1 on a C57BL/6 background and showed that this wild-type congenic line expressed striking anti-nuclear autoimmunity.	mouse	0.04999999999999999
39XCQ6V3KY47AOKGSQ0AL4QLO7S65Y	biomed	Medium-chain acyl-CoA dehydrogenase (MCAD) (the mouse gene is Acadm, whereas the protein is MCAD), specifically, is responsible for catalyzing the dehydrogenation of medium-chain length (C6-C12) fatty acid thioesters [1].	mouse	0.07500000000000001
3MD8CKRQZZN836XL9G72X90M2V5JRZ	biomed	Sam68 protein expression was observed throughout the developing mouse embryo, in keeping with previous reports that identified the Sam68 mRNA to be widely expressed [38].	mouse	0.140625
3ZUE82NE0A1MGZWTRHAHRUDPJWVF8B	biomed	It has been reported that the disruption of Adam23 gene in the mouse results in premature death associated with ataxia and tremor [23].	mouse	0.2142857142857143
3YOAVL4CA0HR2F0RGQEBDAD2TFT4ZH	biomed	Because the mutation is not in BCKDH, the validity of this mutant mouse line for modeling human MSUD is questionable.	mouse	0.234375
3IKDQS3DQE082TOW91W7WDM0PFECIB	biomed	Unpaired images represent prenatal time points and are labeled with the gene symbol of the gene in question ("wt" indicates that the retina is from a wild-type animal) and a designation of the embryonic day from which the retina derives (e.g., e17.5 = embryonic day 17.5).	images	0.04999999999999999
3VIVIU06FKCLBF0NMQQLZ9RCJTCIMT	biomed	In the development of the mammalian retina, a diverse range of cell types is generated from a pool of multipotent retinal progenitor cells.	range	0.04999999999999999
3NBFJK3IOHIVFRF49I5V6131ZHXGOE	biomed	Heterozygous mutations of the human PAX6 gene cause aniridia (absence of the iris) and a range of other congenital eye malformations [2].	range	0.22058823529411764
311HQEI8RSGOL2IAIOCIGMXCKIHZ7W	biomed	Apcs−/− mice spontaneously produce a wide range of ANAs and develop significant immune complex glomerulonephritis (Bickerstaff et al. 1999).	range	0.28846153846153844
3PN6H8C9R4Q313BCX9Z5ZLGZX7FADZ	biomed	The pathogenesis of the wide range of metabolic disturbances in MCAD deficiency is poorly understood and certain aspects of patient management are controversial.	range	0.29166666666666663
3I7SHAD35MWOMVJR3ZMO8K135EZ7MN	biomed	It should also be stressed that Capn4-/- ES and MEF cells from the presumptive hypomorphic allele can be maintained in culture despite an apparent lack of calpain activity, as assessed by casein zymography or by the appearance of characteristic spectrin breakdown products.	products	0.15625
3TCFMTM8HEOK450W41MVS1WSWMQ12Z	biomed	In large part, this has been due to the lack of inhibitors capable of specifically down-regulating the calpains without affecting other proteases.	lack	0.04999999999999999
3CVBMEMMXBG2UHIGC26BGFT7OR2H7O	biomed	The lack of clearance in both models of AD pathology comes as a stark contrast to the rapid removal of protein aggregates found in similar tet-off mouse models of Huntington [32] and prion disease [62].	lack	0.07142857142857145
37SOB9Z0SSXMFU0J1BIJVQAY06PL3U	biomed	Possibly, the lack of dopamine D2R-mediated signaling prevents refinement of the corticostriatal reinforcement circuits in the brains of the D2R-/- mice, thus impairing their ability to form S+/S- contingencies and disengage inappropriate dopamine D1R-mediated associative responding when unexpected consequences to goal-directed behaviors happened.	lack	0.18055555555555558
36BTXXLZ2V8I0OE069KYR7B3KYA4RO	biomed	The apparent reduction of paraxial mesoderm in Hdhex4/5/Hdhex4/5 embryos could explain the lack of headfolds since paraxial mesoderm is important for the full development of neuroectoderm, and consequently, headfolds.	lack	0.25
3087LXLJ6MG4YARQWDX2YF770YK0FA	biomed	Thus, our observations provide unexpected starting-points in the search for huntingtin's precise molecular activities, which began with the discovery that this HEAT domain protein hosts the dominant polyglutamine property that is the fundamental basis of HD pathogenesis.	search	0.04999999999999999
3JYPJ2TAYI87MRVADYCSDG8F86VFPV	biomed	For this study, an inducible, liver-specific Mtf1 knockout mouse line was generated to perform a search for MTF-1 target genes and cadmium-inducible genes in the adult liver.	search	0.08333333333333331
36BTXXLZ2V8I0OE069KYR7B3KZ8R4B	biomed	A previous target gene search for MTF-1 with mouse embryos of conventional Mtf1 knockout phenotype revealed, besides metallothionein genes, the multifunctional alpha-fetoprotein (Afp) and the liver-enriched transcription factor CCAAT/enhancer binding protein alpha (Cebpa) as prime candidates (65).	search	0.22916666666666669
3ECKRY5B1QWLAMZ61FGF7BNLYYRZIQ	biomed	Thus, our observations provide unexpected starting-points in the search for huntingtin's precise molecular activities, which began with the discovery that this HEAT domain protein hosts the dominant polyglutamine property that is the fundamental basis of HD pathogenesis.	search	0.525
3UYRNV2KITZY4R9AP5TUZZMYLNH8NB	biomed	m-calpain was implicated in the acrosome reaction [47] which correlated with a translocation of m-calpain to the cortical membrane in oocytes where it might participate in the release of cortical granule contents required to prevent polyspermy [45].	release	0.30000000000000004
3XEDXEGFX3OFEWJ4XOOZESZC8U5K00	biomed	The manuscript was prepared jointly by STC and IMH, who have both read and approved the final version.	read	0.04999999999999999
