id	subcorpus	sentence	token	complexity
3R5LWXWHR08I90TWA9SRPEUUBKKGXZ	bible	"Then you shall go on forward from there, and you shall come to the oak of Tabor; and three men shall meet you there going up to God to Bethel, one carrying three young goats, and another carrying three loaves of bread, and another carrying a bottle of wine:	Tabor	0.6029411764705882
3MVY4USGB6NO9ADS6NM7BIQIBGKSI1	bible	For the judgment is against you; for you have been a snare at Mizpah, and a net spread on Tabor.	Tabor	0.6333333333333333
3I01FDIL6M8EW0G8KU6QT3X1LH42DX	bible	He makes his feet like hinds' feet, and sets me on my high places.	hinds	0.5166666666666667
3BAKUKE49HC18PHHJR1WT9408E0R1Y	biomed	The expression of Sam68 was not altered in aging bone marrow stromal cells or in senescencing WI-38 cells (unpublished data).	bone	0.02777777777777779
39O0SQZVJN7FJBWJ87I5UJVDB007RB	biomed	At skeletal maturity, bone mass is maintained through the balanced activity of osteoblasts and osteoclasts during the remodeling cycle.	bone	0.10714285714285715
3SR6AEG6W5TL91EHZBWBTSD4SQHHYV	biomed	However, this reduction in bone resorption occurred with normal osteoclast activity, as assessed by in vitro culturing.	bone	0.15625
3MIVREZQVHY32PO3EMIETYQULYYKQT	biomed	In contrast, our analysis of Bmpr1a mutant articular cartilage showed a loss of ECM components, but no signs of hypertrophy or bone replacement.	bone	0.21875
3G9UA71JVVUYLND6029WSS9M1JBJ70	biomed	The skeletal phenotyping of cohorts of Sam68+/+ and Sam68−/− mice showed that bone mass was preserved in aged Sam68−/− mice.	bone	0.2282608695652174
3VJ4PFXFJ37PI5MYJ4PU9LKNJ79UAS	biomed	The three major limb phenotypes revealed by eliminating Bmpr1a with Gdf5-driven Cre include webbing between digits, lack of joint formation at specific locations in the ankle, and failure to maintain articular cartilage after birth, resulting in severe arthritis.	locations	0.11764705882352944
3D1UCPY6GG9R0NG07M9FQLOSG7O83V	biomed	Twenty-one genes were identified as potential candidate genes for six of the eight small-effect QTL according to their gene expression patterns during CIA and their genomic locations.	locations	0.125
33N1S8XHHMLAAG38T8V9FC6ZHWH1Z1	biomed	We described locations of pendrin expression in the cochlea and vestibular labyrinth and detected normal endolymphatic K+ concentrations in spite of an enlargement of this fluid compartment.	locations	0.2282608695652174
3PZDSVZ3J5HXLQM8D23HIN6TJ1QN4O	biomed	These data provide tentative locations of a large set of promoter regions, allowing computational searches for shared sequence motifs that might be involved in the intriguing transcriptional regulation of olfactory receptors.	locations	0.28125
3G3AJKPCXLSRXPQMK4CSZ340NLPY4K	biomed	Lung development in Dhcr7-/- embryos at the early stages, from lung bud formation to canalicular stage, was morphologically similar to controls.	controls	0.125
31HLTCK4BLVQ5BO1AUR91TX9V9WGVG	biomed	These animals have muscle cell abnormalities, severe postural anomalies, selective muscle degeneration, and shorter life spans compared to normal controls [23].	controls	0.16666666666666669
3PGQRAZX02KAZASXA58AX6K611XSYQ	biomed	We showed here that body length was significantly reduced at later stages of gestation in Dhcr7-/- animals, compared to controls.	controls	0.28409090909090906
3APP19WN71E5QL909MJ1P1HAEH36GF	biomed	Er81 controls proprioceptive afferent connectivity [14], and we therefore sought to identify an ETS transcriptional regulator that, when expressed over the normal time course of Er81 expression, is able to substitute for Er81 function within group Ia afferent sensory neurons.	controls	0.3088235294117647
32FESTC2NHQDBKJW3ILLFGABJAUUCU	biomed	The Q422R mutation, which involves a glutamine to arginine substitution at the last amino acid position of PAX6, caused a reduction in the interaction with HOMER3 and DNCL1.	position	0.18055555555555558
3WRBLBQ2GR8ACANL7X3KG07J1EHG0O	biomed	The phenylalanine at position 204 is particularly well conserved (Figure 1B), not only among vertebrate AQP2 proteins, but also among others members of this family.	position	0.234375
3OCZWXS7ZO7PT9NNFU6CAN8IE3EL5K	biomed	A subset of identified histone chaperones and chromatin remodeling complexes can collaborate to promote nucleosome assembly in vitro and are therefore in a strategic position to control chromatin assembly and maturation during development [7,8].	position	0.2368421052631579
366FYU4PTGPE5MYY5VNEZH1G2VFEKG	biomed	The speed congenic strains developed herein confirm previously identified genome-wide QTL affecting growth, obesity and carcass composition.	speed	0.296875
3OB6JN3A9QPY4E36CDKUD1S36QTMR1	biomed	All experiments were approved by the Institutional Animal Care and Use Committee of Kansas State University.	State	0.140625
341YLJU21IZV4BWUC871K0DEDOVI22	biomed	Several proteins that interact with RAD51 are thought to 'mediate' assembly of RAD51 at sites of DNA damage (reviewed in [30]).	proteins	0.14285714285714285
3BS6ERDL9372E1Z97WITJGED1OPD6C	biomed	APC also interacts with a multitude of other cellular proteins, including axin-2 (AXIN2), plakoglobin (JUP), Asef (ARHGEF4), kinesin superfamily-associated protein 3 (KIFAP3), EB1 (MAPRE1), microtubules, and the human homolog of Drosophila discs large (DLG1).	proteins	0.25
3EQPA8A374WH5XJCJX1FJC2LBCJJZN	biomed	We have generated antibodies specific for Acdp1 and all Acdp proteins.	proteins	0.2678571428571429
373L46LKP76MG2KQJWY5WXE8736KJ2	biomed	The protein belongs to a family of evolutionarily conserved proteins of a bipartite structure with a variable N-terminal and a conserved C-terminal domain.	proteins	0.27941176470588236
3NRZ1LDP7W6DR8MAEA6ZG8OXKBUPZY	biomed	The three members of the vertebrate TIF1 family (α, β, and γ) are large nuclear proteins that each contain an N-terminal RBCC or TRIM domain (Reymond et al. 2001) composed of a RING finger, two B-boxes, and a coiled-coil domain.	proteins	0.3214285714285714
3SSN80MU8CONBMPF00D6N6MNI1QKXV	biomed	The remaining half, which are non-protease-ADAMs, are thought to be adhesion molecules.	half	0.23333333333333334
3GKAWYFRAPTAO7HEMSH2PG5UWTFDPI	biomed	At 6 mo, half of the animals were switched from normal chow to food containing dox at 200 mg/kg until they were sacrificed at 9 or 12 mo of age.	half	0.26136363636363635
3T2HW4QDUV7FRSVT57QUJKNX6PR9CP	biomed	This allele gave rise to multiple mRNA species, detectable by RT-PCR, reading through from the first half of exon 9 to at least two different cryptic splice sites in the PGK promoter sequence [31].	half	0.27380952380952384
3QI9WAYOGQB8GQIR4MDIEF0D2R56S5	biomed	However, visualization of log R ratio and B allele frequency metrics from the genome-wide SNP genotyping experiments clearly showed data consistent with a heterozygous genomic deletion across the first one-third of ITPR1 and across the first half of a neighboring gene, SUMF1 (Figure 2).	half	0.296875
3YKP7CX6G2FS34FUCAWFU4Q9TEX7BY	biomed	Second, we cannot rule out the existence of an alternate start site for ITPR1 that may result in a product that confers a pathogenic gain of function to the protein; however, Western blot analysis of cells derived from affected AUS1 family members, which was performed using an antibody raised against the C-terminal portion of ITPR1, failed to identify any disease-specific truncated protein products.	existence	0.16666666666666669
3EFNPKWBMSO9IYBXCIW0X6IAX8E030	biomed	Lung development in Dhcr7-/- embryos at the early stages, from lung bud formation to canalicular stage, was morphologically similar to controls.	Lung	0.175
3MJ9GGZYO36GYTDW0KFO32PV0GW2AO	biomed	BMP2 and BMP7 are thus secondary signals produced in response to SHH activity.	signals	0.1875
31D0ZWOD0AZ92JAILXBAKEWG3I70AX	biomed	In wild-type cells, most of H4K20me3 and H3K9me3 signals are present at the level of DAPI-dense domains when visualized by IF [29] (Figures 7C and 7D).	signals	0.19444444444444442
3MWOYZD5WVO1PJWQWMIQWLCY0SQNOY	biomed	Its nuclear localization is mediated by five independent nuclear localization signals, each of which alone is capable of targeting Ptdsr to the cell nucleus [29].	signals	0.19444444444444442
3IJ95K7NDXCDX6FS835IRC3W96UNG6	biomed	To test the hypothesis that a temporal delay in the onset of transcriptional programs is crucial for the control of appropriate neuronal maturation, we studied the development of proprioceptive DRG neurons, since transcriptional effectors regulated by target-derived signals, as well as some of their downstream biological actions, have been identified for these neurons.	signals	0.2647058823529411
3S1WOPCJFGTJU2SGNAN2Y213N6FEJH	biomed	We suggest that in the absence of the antagonizing activity of FGF9, WNT4 signals predominate and govern somatic cell fate in the gonadal field.	signals	0.2833333333333333
30F94FBDNRKF12C1PDZGZ0IRIBOBTE	biomed	In addition, the protein is overexpressed in human cancers of many tissues, such as lung, liver, brain, breast, kidney and skin (40).	breast	0.1875
311HQEI8RSGOL2IAIOCIGMXCKHJ7Z4	biomed	BRCA2 could cooperate with RAD51 paralogs in promoting RAD51 assembly, or even provide an alternative assembly pathway.	pathway	0.1923076923076923
3HO4MYYR12OOV3AVTR8ITGI1NOPU68	biomed	It is interesting to note that several of these chromosome regions contain genes encoding different members of the BMP signaling pathway, including the BMP5 gene on human chromosome 6p12 (Loughlin et al. 2002), the MADH1 gene on human chromosome 4q26–4q31 (Leppavuori et al. 1999; Kent et al. 2002), and the BMPR2 receptor on human chromosome 2q33 (Wright et al. 1996).	pathway	0.31666666666666665
3RZS0FBRWKA0JFB0MWMR5ANCBU1CPH	biomed	As all prior reported manipulations of the BMP pathway during skeletal development either result in a block at the first stage of chondrogenesis or allow complete skeletal formation, this is the first demonstration of a requirement for BMP activity in osteogenic differentiation.	pathway	0.40625
3LEG2HW4UFNBUKU4B01GH30MXX12FV	biomed	In light of the observation that the      Wnt4     -/- XX gonad does not increase significantly in size (     Figure 6), it is possible that the FGF9/SOX9-expressing population did not reach a critical threshold.	observation	0.2
3S1WOPCJFGTJU2SGNAN2Y213N6FJEM	biomed	One striking observation of this study is that precocious induction of ETS signaling promotes neuronal survival without a requirement for neurotrophic support and in complete absence of Trk receptor expression.	observation	0.2173913043478261
3BO3NEOQM0HK9ERYPN0GQIWCPDLIA9	biomed	The observation of unequal expression leads to a number of questions.	observation	0.21875
34HEO7RUG6UX2DUHFAUP4AX3C8BRAR	biomed	First, the disease may be a result of haploinsufficiency at ITPR1; this concept is consistent with the observation that heterozygous deletion leads to a later onset disorder in humans, whereas homozygous deletion in mice leads to an early onset disorder, able to be expressed within the much shorter life span of the mouse.	observation	0.25
3ZXNP4Z39RL4GD163NL987ME5997LL	biomed	Careful observation of these serendipitous events has led to the establishment and study of many in vivo disease models [3].	observation	0.28125
3Y40HMYLL1I1EIURUEH8TTVLKSOUX2	biomed	Possibly, the lack of dopamine D2R-mediated signaling prevents refinement of the corticostriatal reinforcement circuits in the brains of the D2R-/- mice, thus impairing their ability to form S+/S- contingencies and disengage inappropriate dopamine D1R-mediated associative responding when unexpected consequences to goal-directed behaviors happened.	consequences	0.22499999999999998
3BCRDCM0ODUAS75JZD4GNT93LXM6KI	biomed	The gene expression changes identified in the rd7 mutant retina in the present study suggest the scheme of gene regulation in mouse rods depicted in Figure 8.	scheme	0.20588235294117646
32W3UF2EZOLEUMPHOCU32CCHKY5C4Q	biomed	Aged (12 months) Sam68−/− mice displayed a high bone mass phenotype compared with Sam68+/+ littermates.	mass	0.20588235294117646
3S829FDFT21FXGJ58JRJJTRXYSODX6	biomed	The skeletal phenotyping of cohorts of Sam68+/+ and Sam68−/− mice showed that bone mass was preserved in aged Sam68−/− mice.	mass	0.22058823529411764
3RWO3EJELH9GWC126ZX7OE4L7WC1PG	biomed	The lowering of leptin levels in aged Sam68−/− mice is consistent with these mice having a high bone mass compared with their aged littermates.	mass	0.23529411764705882
33KGGVH24UHL5L3TSQ7OIRQO9WJ1X4	biomed	During skeletal development, the anabolic activity of osteoblasts [1] is favored over the catabolic activity of osteoclasts [2], which results in a net gain in bone mass.	mass	0.2647058823529411
3W5PY7V3UP7H0797NBZW55TJ5IFJYW	biomed	For example, the non-BC individual and BC individual groups are not perfectly matched with respect to age, gender or smoking history (Table 1) and each of these factors could contribute to the observed difference in correlation between groups.	smoking	0.2142857142857143
37M4O367VJI9ZR58F67RA0N7E7B5MB	biomed	However, the lack of association of transcript abundance level for CEBPG, XRCC1, ERCC5, GSTP1, SOD1, or GPX1 with age, gender or smoking history argues against such an explanation.	smoking	0.2368421052631579
33J5JKFMK6YX6RGWTGQFCC9SACI3Q7	biomed	This result could mean that regulatory factors, such as BRCA2, are required to suppress RAD51–dsDNA interactions to prevent sequestration of RAD51 in a nonfunctional form.	result	0.2391304347826087
3D42WVSDH8V1V5NB4L8BQ71RCB3FYU	biomed	Protein trafficking studies suggest that MLIV is the result of a defect in the late endocytic pathway, contrary to the other mucolipidoses which are typically caused by defective lysosomal hydrolases [11,12].	result	0.25
36KM3FWE3RCRJHCKEUZQANUQ2A607B	biomed	Through these links, AJs appear able to couple adhesion with cytoskeletal dynamics as well as with nuclear and cytoplasmic signaling.	couple	0.23333333333333334
3P7QK0GJ3TLHZ1L4CCVNKVG492V2ZJ	biomed	However, earlier findings of normal proprioceptive afferent trajectories in chicken embryos despite injection of function-blocking NT-3 antibody into the spinal cord (Oakley et al. 1995) led them to discount this possibility.	possibility	0.23333333333333334
3I4E7AFQ2KZLJLADD5CXXO14QGXJT7	biomed	To rule out the possibility that hypomethylation of pericentric repeats might contribute to the destabilization of heterochromatin domains in p150CAF-1-depleted ES cells, we tested our RNAi plasmid vector in a XY ES cell line, and confirmed that loss of p150CAF-1 leads to disruption of heterochromatin organization independently of the degree of DNA methylation at pericentric repeats (unpublished data).	possibility	0.2678571428571429
3OID399FXG7YXUSK8PLXDMRQUNYFDN	biomed	While the experimental design of these experiments was somewhat different from that of Moyna-han et al [24], the results raise the possibility that CAPAN-1 cells have more than one mutation that lowers the efficiency of recombinational repair relative to that observed in other human cell lines.	possibility	0.275
3YCT0L9OMM9GNBOJ33ZZGQMZXHONSQ	biomed	In contrast to wild type lenses (Figure 3L and 3Q), the alphaA/BKO lenses (Figure 3B and 3G) contained large areas devoid of cellular material, their nuclei were not limited to a well defined equatorial/bow region, and ordered radial columns of elongating fiber cells extending from the posterior capsule to the anterior epithelium were not observed.	columns	0.23529411764705882
3NZ1E5QA6Z1DG01BOHHIWKCD287B5S	biomed	Thus, it is possible that the cholesterol levels (roughly 50% of normal levels) in Dhcr7-/- embryos were enough for completion of Shh autoprocessing or 7DHC accumulated in Dhcr7-/- embryonic tissues can also participate efficiently as a sterol adduct in the Shh processing reaction [20].	completion	0.2368421052631579
3MGHRFQY2LPAY18L13PQN0EN69A0Y7	biomed	Another advantage is the ability for detection of QTL in the presence of other QTL.	detection	0.23863636363636365
3ZUE82NE0A1MGZWTRHAHRUDPJXTF8B	biomed	The nature of these glycosylated forms was revealed by digestion with endoglycosidase H, which specifically cleaves mannose-rich carbohydrate from the protein backbone.	carbohydrate	0.25
3URJ6VVYUPNF3BMKEH3UXC6Y9BQ4OF	biomed	Since the parental strains differ in susceptibility to CIA, in spite of both having the MHC class II A beta genes [15], we wanted to test the susceptibility to inflammatory disease in mice from this cross.	class	0.26190476190476186
3WYZV0QBFJDMIJLLUN0DO33XV7CBXX	biomed	To confirm these findings, the staining was repeated in kidneys taken from two further mice for each class, wild-type or mutant, with or without dDAVP treatment, with identical results.	class	0.2777777777777778
3E22YV8GG16JAJ8RBMV5LLHOAXHNPA	biomed	These structures defined a novel family of enzymes, now called sedolisins or serine-carboxyl peptidases, that is characterized by the utilization of a fully conserved catalytic triad (Ser, Glu, Asp) and by the presence of an Asp in the oxyanion hole [8].	utilization	0.265625
3UUSLRKAUL3LI1DEQ6NLPUE9WZ97D5	biomed	Design of inhibitors specific for CLN2 should incorporate the features that have been proven to be important for the related enzymes, such as the placement of an aldehyde functionality capable of making covalent interactions with the catalytic serine, or the utilization of chloromethyl ketone for the same purpose.	utilization	0.3157894736842105
3HY86PZXPYICZLCCXLHWU25HTPG1E1	biomed	ZnT proteins represent a different family of transporters that reduce intracellular cytoplasmic zinc by promoting zinc efflux from cells or into intracellular vesicles.	transporters	0.2666666666666667
3IJ95K7NDXCDX6FS835IRC3W96ZNGB	biomed	Assuming that SLC39A10 is indeed a zinc transporter, MTF-1 would control expression of two zinc transporters with antagonistic functions, namely, Znt1 and Slc39a10.	transporters	0.4464285714285714
33QQ60S6ASITHSOGR2S1KF8AAMW0U8	biomed	The overall incidence of MSUD in the general population is 1:185,000 [1], and in certain population groups, such as Mennonites of Pennsylvania, the incidence is estimated to be as high as 1:176 [2].	Pennsylvania	0.2678571428571429
344M16OZKIFFDSJ128FUR9IKWQFNEP	biomed	For example, the cyclophilin-like domain (CLD), the internal repeat (W1W2/IR), and zinc-finger rich (ZnF) domains of RanBP2 associate specifically with components of the 19S cap of the proteasome [14], the E2 SUMO-1-conjugating enzyme (Ubc9) [15], and the nuclear export receptor, CRM1/exportin-1 [16], respectively.	repeat	0.27941176470588236
3EGKVCRQFWSBIOBVZJMF7HA6XD6YBQ	biomed	Two ECFP+ and two EYFP+ clones exhibiting robust fluorescence were used to generate chimeras through ES cell <-> morula stage embryo aggregation [13].	embryo	0.28125
39XCQ6V3KY47AOKGSQ0AL4QLO7W652	biomed	In addition, a cNMP-binding domain was found in all Acdp proteins, which is usually present in ion channels and cNMP-dependent kinases [10-13].	channels	0.30000000000000004
3I6NF2WGIGW97H9M439WXV3AILU5GY	biomed	Nutritional problems can persist even with adequate oral enzyme supplementation [9] and neutralization of gastric acid to improve lipase function [10], and may involve both impaired digestion and absorption of nutrients [11].	nutrients	0.3026315789473685
3VCK0Q0PO5EGM247U1GF6KGG2P5N03	biomed	Both lines of tTA/APP mice we studied here display extreme hyperactivity visible as cage circling and quantified by activity monitoring (see Figure 7).	hyperactivity	0.3035714285714286
366FYU4PTGPE5MYY5VNEZH1G2W7KEG	biomed	In order to understand the nature and extent of hyperactivity in the tTA/APP mice, we quantified daily activity levels in double transgenic animals along with their single transgenic and nontransgenic siblings using four-beam frames designed to monitor ambulation within an enclosed cage.	hyperactivity	0.3088235294117647
337F8MIIMZDU0UU1CW1J7BAGB9804L	biomed	Alternatively, hyperactivity may be caused by neuronal alterations due to transgene expression during early postnatal development.	hyperactivity	0.33333333333333337
38XPGNCKHT0ATVVHFTP8S40654N4VH	biomed	Fifth, Lin et al. found a neurologic phenotype in males characterized by hyperactivity, whereas the PGC-1α−/− mice described here show reduced locomotor activity.	hyperactivity	0.3666666666666667
3SMIWMMK615MPIP1K9LMRAHEBQCWU5	biomed	In our case, the penetrance of hyperactivity was close to 100%, leaving us with no testable animals.	hyperactivity	0.3928571428571429
3DGDV62G7O9NLXJYP3XLTXEQZ2VP2Q	biomed	This is an important distinction, as the consumption of bitter-tasting stimuli can be dependent on factors independent of taste, such as toxicity [29].	distinction	0.3055555555555556
3XT3KXP24ZYJMCFVZAJ4ADUQTUVI6J	biomed	Such polymorphisms should yield biomarkers suitable for more readily accessible samples, such as peripheral blood or buccal smears.	smears	0.31666666666666665
3JTPR5MTZSCE9355UUUBVNV3P2B5K1	biomed	Cholesterol is a necessary membrane constituent of all mammalian, reptile and avian cells, as well as a few other organisms, but not all eukaryotic organisms.	Cholesterol	0.3214285714285714
3FO95NVK5C0129GBWAGGPAR9YFBRSI	biomed	These two reporters can also be used to create pairs of donors and acceptors for in vivo fluorescence energy transfer (FRET) [15].	reporters	0.3214285714285714
3JGHED38EDROGC85M2AZ2FOAENFY74	biomed	We show that targeted expression of an activated form of PPARδ produces profound and coordinated increases in oxidation enzymes, mitochondrial biogenesis, and production of specialized type I fiber contractile proteins—the three hallmarks for muscle fiber type switching (Figure 6C).	switching	0.33333333333333337
37VHPF5VYC3FDNCJ0FKGJOSMMJ9C83	biomed	Thus, PPARδ activation, rather than merely an increase of PPARδ levels, is an essential element for fiber switching and its associated functional manifestations.	switching	0.3382352941176471
31SIZS5W59FPPT1Y46RBUAC8GQXRQY	biomed	Indeed, in a recent report by Luquet et al. (2003), simple overexpression of wild-type PPARδ in muscle was found not to be sufficient to promote a fiber switch or obesity resistance, although certain oxidation enzymes were increased.	oxidation	0.3392857142857143
3HKIF5DF6YXS84BY7TMD9B8C4IB9GT	biomed	Fatty acid oxidation occurs in mitochondria and consists of a repeating circuit of four sequential steps.	oxidation	0.44047619047619047
3W9XHF7WGKVGU5GVVQC9Y31H55XKT7	biomed	Mechanisms that establish the general body plan make use of a relatively small number of signaling pathways shared among all animals (reviewed in Pires-daSilva and Sommer 2003), but the extent to which these pathways control finer differences between body regions is not clear.	Mechanisms	0.34375
3ZQA3IO31BRYBCP1RZKSZEZVXRG1OZ	biomed	In addition to colorectal neoplams, these individuals can develop extracolonic symptoms, among which are upper gastrointestinal tract polyps, congenital hypertrophy of the retinal pigment epithelium, desmoid tumors, disorders of the maxillary and skeletal bones, and dental abnormalities [6], suggesting the importance of APC gene functions in these organ systems.	pigment	0.35
3VO4XFFP15MF7AHJVST5PTL8FE47QG	biomed	Within hair follicles, paracrine signals control the type of pigment made in specific regions of the body or at specific times during the hair cycle (reviewed in Furumura et al. 1996; Barsh et al. 2000).	pigment	0.3529411764705882
3CVDZS288H011OYXLIK0WCEK32IMF6	biomed	Recently, Tucker et al. (2001) showed that developing sensory and motor axons in limb slice cultures preferentially grow towards neurotrophin-soaked beads instead of following their normal trajectories.	beads	0.35416666666666663
375VSR8FVW9Y3L2PR2AOL3OCLUBRZN	biomed	The Pax6 gene has a spatially and temporally complex expression pattern in the eye, brain, nasal structures, spinal cord and pancreas [1].	pancreas	0.3557692307692307
33W1NHWFYHLBJ0FHVRFJLIPU9E9ZT7	biomed	This approach, termed "QTL-Marker-Assisted Counter Selection" or QMACS, has been previously used to characterize QTL for hypnotic sensitivity to ethanol [31].	Counter	0.3571428571428571
3EHVO81VN5LOJV3ENMP2F52UL521HB	biomed	Further analysis by light microscopy using immunofluorescence (IF) allowed us to compare wild-type and p150CAF-1-depleted embryos.	microscopy	0.359375
3SCKNODZ0XGU4D4RF01OLZQ3A3GN78	biomed	EM and ER conducted transmission electron microscopy.	microscopy	0.44999999999999996
3O4VWC1GEW6GK4CJYQ66FBX6WHL3JB	biomed	SEM confirmed many of the observations made by confocal microscopy.	microscopy	0.5113636363636364
3XBXDSS888JYVS7XL0P726Z272NXL5	biomed	SJ and SVJ carried out confocal microscopy on whole-mounts of stria vascularis.	microscopy	0.55
3R6RZGK0XFCQR29140DF8T4D05RVYY	biomed	To test this possibility, p53RMCE/− MEFs were electroporated with the p53GFP replacement construct with or without a Cre-expression plasmid, then analyzed by fluorescence microscopy 48 h after electroporation.	microscopy	0.6166666666666667
30Z7M1Q8UYKRK8FLG1OPDT2YMGI8AR	biomed	Fluorescent protein reporters currently represent a superior alternative to other gene-based reporters such as the bacterial lacZ or human placental alkaline phosphatase in that their visualization is non-invasive, and as such does not require chromogenic substrates.	visualization	0.36363636363636365
3RSBJ6YZECQP1RJ9YYZDOG3PY14FOJ	biomed	APC is a tumor suppressor gene.	suppressor	0.375
39AYGO6AFFKB0DQMWQWWFLQ7FSWN69	biomed	The C57Bl/6J-hg/hg (HG) mouse is a model of systemic overgrowth resulting from a spontaneous deletion on MMU10, which eliminates expression of the Socs2 (suppressor of cytokine signaling 2) gene [14-16].	suppressor	0.4
3U74KRR67MLH2B1YS34PQVILZ02NTF	biomed	Similarly, when noggin, a potent BMP inhibitor, is introduced in early stage chick limb buds prior to skeletogenesis, mesenchymal condensation does not take place [27,28].	condensation	0.381578947368421
3G3AJKPCXLSRXPQMK4CSZ340NLV4YW	biomed	However, BMP2 and BMP4 are required in concert to promote condensation of the posterior digit anlagen.	condensation	0.6071428571428571
374UMBUHN5PYB7473DVBAKO90XMCTM	biomed	Are the favored olfactory receptors in more open chromatin conformation or more accessible genomic locations?	conformation	0.3833333333333333
3OEWW2KGQJBS375D7S4N0G04MOODO6	biomed	The morphological observations presented in this study demonstrate that fiber cells in lenses lacking alphaA and alphaB fail to elongate symmetrically from the bow region and therefore do not establish the typical "onion skin" conformation in which cells extend from the anterior epithelium to the posterior capsule.	conformation	0.5166666666666667
3KWGG5KP6J2UYCENUGUZO6TH6PQMCV	biomed	PAI-1 antigen and activity were decreased in both CSS-5 and CSS-17 and the heterosomic mice, CSS-5F1 and CSS-17F1, but not in the CSS-11 strain.	antigen	0.3913043478260869
3KQC8JMJGCSKTYHTAQ3L3YHRJPLH3O	biomed	However, it has been noted that deletion of the Fc receptor (the primary receptor for microglial opsinization of antibody–antigen complexes) in APP transgenic mouse models has no impact on the effectiveness of antibody-mediated therapy [56,57].	antigen	0.4852941176470589
3TRB893CSJAOULN5SWOTVFH69RP7GF	biomed	Sweeny et al [28] screened 25 strains of mice and found only the RIIS/J mice to have increased bleeding time due to reduced von Willebrand antigen.	antigen	0.5263157894736842
3S4TINXCC0NZOA7TTWDH5QC4J45OB5	biomed	Only in situations with severe physical injury, distinct environmental influences or additional platelet attributes like the platelet antigen polymorphism [53] differences might become apparent.	antigen	0.625
3A520CCNWN08T9PCT4AP53YKXJGAES	biomed	The role of Socs2 in the HG phenotype was confirmed by an independently engineered Socs2-/- knockout mouse which shared a number of phenotypes in common with HG, including gigantism [17].	gigantism	0.3970588235294118
302U8RURJZ1WF35NXY44RD66WLNNV0	biomed	Immunostaining the kidneys of homozygous Aqp2F204V/F204V mice shows that the mutant-expressing collecting duct cells can not mediate water reabsorption, because it fails to insert into the apical plasma membrane in response to dDAVP.	duct	0.4
379OL9DBSSESUVWY1Z8JGBFG9E19YR	biomed	Rod spherules establish an invaginating synapse with rod bipolar dendrites and axonal endings of horizontal cells.	Rod	0.4
35XW21VSVGEQZBLYRQJK3YIASNMLSM	biomed	Rod photoreceptor generation peaks around the time of birth.	Rod	0.5125
3FK4G712NX0D3OGOBZGLFKW5KG1SSC	biomed	However, we were unable to consistently turn off the human E2 expression cassette by the potent tetracycline analogue, doxycycline in either of the two transgenic lines tested (data not shown).	analogue	0.421875
3N2YPY1GI6YSLXSA4Z1L1QCXIUFEVX	biomed	Thrombus formation on fissured atherosclerotic plaques is the precipitating event in the transition from a stable or subclinical atherosclerotic disease and leads to acute myocardial infarction, ischemic stroke or peripheral arterial occlusion.	infarction	0.475
3E9ZFLPWOYSW5RZR0XSUAQ7AQXWXIS	biomed	We then screened a brain library with this peptide using the yeast two-hybrid technique and identified three novel interacting proteins, HOMER3, DNCL1 and TRIM11.	peptide	0.484375
3NRZ1LDP7W6DR8MAEA6ZG8OXKBUZP8	biomed	A BRC4 peptide was also reported to inhibit the RAD51–DNA interaction.	peptide	0.5131578947368421
3WJGKMRWVI9RUI8AHNVW5G6NXBYDC4	biomed	At 1 mo of age, the mice lacked visible amyloid aggregates that might act as an intractable reservoir of peptide remaining in the brain after the transgene had been suppressed.	peptide	0.5263157894736842
3LEG2HW4UFNBUKU4B01GH30MXX1F28	biomed	On the basis of secondary structure predictions and amino acid sequence conservation, we defined a novel PAX6 protein domain, which we have called the C-terminal peptide.	peptide	0.6176470588235294
33Q5P9PUSPMUXJD695KTW8PQLS9ZCO	biomed	Staining was absent when the primary antibody was pre-absorbed with the antigenic peptide (data not shown).	peptide	0.7361111111111112
306996CF6WKESI0SNUF6TUZWQS2B1A	biomed	However, the process appears to be patterned at the initial stages of bud formation, since the relative importance of these pathways and their downstream effectors differ as buds begin to develop and cell fates are specified.	effectors	0.5
36QZ6V1589DTI18S04BLULET5DMUSU	biomed	A second study in Drosophila examined the effects of Pygo mutation on cuticle patterning, midgut constriction, central nervous system, and cardiac development, and concluded that "Pygo is an essential component in the Wg signal transduction pathway".	constriction	0.5
3UXQ63NLAAMRIP4WG4XPD98AOZ0BLB	biomed	AK and NL performed bile collection experiments and bile characterization for Figure 8.	AK	0.5
3TRB893CSJAOULN5SWOTVFH69RV7GL	biomed	ELK, AK, EV and MHL performed Western blotting and immunohistochemistry experiments.	AK	0.6176470588235294
33P2GD6NRNSQPWP0VWVKKKYTUB8HK0	biomed	In the proximal tubule cells of the rat kidney, a partial loss of actin and the actin-bundling protein villin is observed upon cadmium treatment, as well as the derangement and depolymerization of microtubules (60).	derangement	0.5357142857142857
3H781YYV6TID85OLZ41608OCL87ETN	biomed	Transcription of apparent 'singleton' olfactory receptor genes (0.5 Mb or more from the nearest other olfactory receptor gene) suggests that there is no absolute requirement for genomic clustering for an olfactory receptor to be transcribed, consistent with observations that small olfactory receptor transgenes can be expressed correctly when integrated outside native olfactory receptor clusters [35].	singleton	0.5625
3D06DR5225J65XHPA2Y8IB3T6LCMAY	biomed	SEM confirmed many of the observations made by confocal microscopy.	SEM	0.5833333333333334
